GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
MyBatis Generator Core,org.mybatis.generator.api,IntrospectedTable.InternalAttribute,388,0,0,0,38,0,4,0,4,0
MyBatis Generator Core,org.mybatis.generator.api,IntrospectedTable,1579,0,92,0,451,0,176,0,130,0
MyBatis Generator Core,org.mybatis.generator.api,GeneratedFile,12,0,0,0,5,0,3,0,3,0
MyBatis Generator Core,org.mybatis.generator.api,MyBatisGenerator,532,0,52,0,135,0,32,0,6,0
MyBatis Generator Core,org.mybatis.generator.api,VerboseProgressCallback,7,0,0,0,4,0,2,0,2,0
MyBatis Generator Core,org.mybatis.generator.api,FullyQualifiedTable,442,0,72,0,100,0,50,0,14,0
MyBatis Generator Core,org.mybatis.generator.api,Plugin.ModelClassType,48,0,0,0,4,0,4,0,4,0
MyBatis Generator Core,org.mybatis.generator.internal.rules,BaseRules,487,0,142,0,132,0,98,0,27,0
MyBatis Generator Core,org.mybatis.generator.internal.rules,HierarchicalModelRules,16,0,0,0,5,0,4,0,4,0
MyBatis Generator Core,org.mybatis.generator.internal.rules,RulesDelegate,122,0,0,0,32,0,30,0,30,0
MyBatis Generator Core,org.mybatis.generator.internal.rules,FlatModelRules,10,0,0,0,5,0,4,0,4,0
MyBatis Generator Core,org.mybatis.generator.internal.rules,ConditionalModelRules,60,0,14,0,10,0,11,0,4,0
